,width,height,crop_width,crop_heigth,name,quality,bpp,mse_score,psnr_score,ssim_score,cr_score,is_cropped
135,321,481,256,256,test031,93,2.6665112272588907,5.92584228515625,40.403302722115306,0.995818682898768,0.5533508606577707,True
136,321,481,256,256,test034,93,0.8882325891671686,1.4587860107421875,46.49088770941415,0.992499679797431,0.4356523018090896,True
137,321,481,256,256,test003,93,1.1860026813297841,3.055572509765625,43.27987766735334,0.9945124108571481,0.4963621099762138,True
138,481,321,256,256,test018,93,0.7921192220257641,1.46978759765625,46.458257824672124,0.994565404499945,0.4517979889791513,True
139,321,481,256,256,test064,93,1.9322154649257453,4.60491943359375,41.49858324565606,0.9930772952601367,0.5016462841015993,True
140,481,321,256,256,test011,94,1.6644969915997954,1.1612701416015625,47.481471011983494,0.9974261193631132,0.48934881732687374,True
141,481,321,256,256,test022,94,1.971334382549336,1.863250732421875,45.42809060249553,0.9978090334631498,0.4828481312976247,True
142,481,321,256,256,test027,94,1.2446551511972073,0.90313720703125,48.573266263573764,0.9970087656908695,0.4368905636921642,True
143,481,321,256,256,test032,94,2.023613836697949,1.6341705322265625,45.99782985941674,0.9983455413795724,0.4903059636013699,True
144,481,321,256,256,test053,94,1.0468325982344675,0.7762908935546875,49.23055869258333,0.9961383823917076,0.4016188714153561,True
145,481,321,256,256,test005,94,1.6180724218107396,1.597900390625,46.0953065794891,0.9974621165202899,0.4697756474269356,True
146,481,321,256,256,test007,94,1.6070362238586537,1.187255859375,47.385360392675075,0.9980631668300464,0.4747775462273825,True
147,481,321,256,256,test014,94,1.0860551421299085,0.927032470703125,48.45985414641192,0.9969282429447267,0.44040178571428573,True
148,481,321,256,256,test051,94,1.6810253819599614,1.7532196044921875,45.692440425802765,0.9978656005890493,0.4935893522193052,True
149,481,321,256,256,test057,94,1.3706646977675014,1.4781036376953125,46.43375475049134,0.9968644659501483,0.4578101071975498,True
150,481,321,256,256,test042,94,1.3120640410360036,1.1884918212890625,47.380841634290796,0.9964983453562498,0.4534488553609441,True
151,481,321,256,256,test043,94,1.3197323851529459,0.83795166015625,48.898613951408905,0.9982946139169235,0.48455525036974434,True
152,321,481,256,256,test045,94,0.7724820435100809,0.71759033203125,49.57203781965882,0.9964760118559901,0.4146555304323751,True
153,481,321,256,256,test016,94,1.8971897850402524,1.3472442626953125,46.83634018059912,0.9983747829228637,0.4939101824059109,True
154,481,321,256,256,test020,94,1.3477114785526,2.1699676513671875,44.766271011841006,0.996419270979569,0.47772612822002714,True
155,481,321,256,256,test023,94,1.494342653221158,0.8006744384765625,49.09624396986417,0.9976901455807413,0.4609091713098081,True
156,481,321,256,256,test024,94,1.602373041625378,0.8759918212890625,48.705803094779235,0.9978636872196223,0.4578716124266107,True
157,481,321,256,256,test015,94,1.7759988601110097,1.865936279296875,45.42183552123164,0.9969386753046898,0.4751177370489246,True
158,481,321,256,256,test037,94,1.458073458073458,1.4029541015625,46.660368977969256,0.9966675093462697,0.4524728810443096,True
159,481,321,256,256,test056,94,2.700500644425878,3.1599884033203125,43.133948720416704,0.9972812482875335,0.5097888198757764,True
160,481,321,256,256,test033,94,1.4614413119086016,1.4211578369140625,46.6043804656173,0.9972927885966082,0.4630981653111405,True
161,481,321,256,256,test025,94,1.137712838647418,1.278167724609375,47.06492514015116,0.9980957898845793,0.4740915850078164,True
162,481,321,256,256,test047,94,1.9372931522464232,1.897796630859375,45.34830689566795,0.9974650829989025,0.47687646656963795,True
163,481,321,256,256,test044,94,1.779004021994676,2.23577880859375,44.63651525409725,0.9976364117051626,0.5064816782537418,True
164,481,321,256,256,test058,94,1.0647599432646162,0.739410400390625,49.441948058933434,0.9961797218972351,0.3918269230769231,True
165,481,321,256,256,test060,94,1.0130504336111812,0.9765167236328125,48.234006755387064,0.9960258712106749,0.41177462177082896,True
166,481,321,256,256,test036,94,1.6651187492308988,2.092742919921875,44.92364479551061,0.9948778556461746,0.4439784848208588,True
167,321,481,256,256,test039,94,1.0879204150232187,0.502197265625,51.1220601714096,0.9977092371919547,0.4566787003610108,True
168,481,321,256,256,test041,94,1.6401448177149112,1.6904296875,45.85083249632328,0.9970717428864074,0.47518920697597894,True
169,481,321,256,256,test049,94,1.0105634030867676,0.688873291015625,49.74941014248144,0.9965441415400175,0.4149405596220734,True
